"text","text_en","cmp_code","eu_code"
"solidarisch","in solidarity","606.1",NA
"und europäisch.","and on a European level.","108",NA
"Als Kraft, die sich den Herausforderungen stellt und die Probleme löst.","As a force that faces up to the challenges and solves the problems.","606.1",NA
"Mit einer Zuversicht, die aus dem gemeinsamen Handeln und mit Blick auf eine gelingende Zukunft kommt.","With a confidence that comes from joint action and with a view to a successful future.","606.1",NA
"Denn die Herausforderungen in dieser Zeit sind groß.","Because the challenges at this time are great.","503",NA
"Viele Menschen stehen unter Druck und haben Sorgen.","Many people are under pressure and have worries.","503",NA
"Die Preise sind gestiegen und der Lohn der eigenen Arbeit wurde für viele durch Miete, Heizen und die nötigsten Ausgaben aufgebraucht.","Prices have risen and for many, their own wages have been used up by rent, heating and the most necessary expenses.","503",NA
"Unser Frieden ist durch Putins Angriffskrieg bedroht.","Our peace is threatened by Putin's war of aggression.","106",NA
"Autoritarismus und Populismus sind eine zunehmende Bedrohung für Demokratie und Gesellschaft auch in Deutschland.","Authoritarianism and populism are a growing threat to democracy and society in Germany too.","202.1",NA
"Immer mehr Menschen sind mit Hass und Anfeindungen konfrontiert.","More and more people are confronted with hatred and hostility.","605.1",NA
"Hass und Gewalt gegen marginalisierte Gruppen, Rassismus, Antisemitismus und Queerfeindlichkeit nehmen zu.","Hatred and violence against marginalized groups, racism, anti-Semitism and queer hostility are on the rise.","605.1",NA
"Die Klimakrise verschärft sich - trotz des Einsatzes vieler - weiter,","The climate crisis continues to worsen - despite the efforts of many -","501",NA
"und die Natur, in der wir leben, wird weiter zerstört.","and the natural environment in which we live continues to be destroyed.","501",NA
"Verspätete Züge,","Delayed trains,","411",NA
"Fachkräftemangel in den Kitas","a shortage of skilled workers in daycare centers","504",NA
"und Papierkrieg mit den Ämtern zehren an den Nerven.","and paperwork with the authorities are wearing on our nerves.","303",NA
"Ein jahrelanger Stillstand gefolgt vom Dauerkonflikt innerhalb der Ampelregierung hat Vertrauen in die Politik insgesamt gekostet.","Years of stagnation followed by constant conflict within the traffic light government have cost trust in politics as a whole.","202.1",NA
"Eine Politik, die Probleme löst und die Dinge zum Besseren wendet, kann nur gelingen, wenn sie den Bürgerinnen und Bürgern zuhört.","A policy that solves problems and changes things for the better can only succeed if it listens to citizens.","202.1",NA
"Wenn sie nicht über die Menschen redet, sondern mit ihnen - so wie das jeden Tag überall im Land an unseren Küchen- und Esstischen geschieht.","If it doesn't talk about the people, but with them - as happens every day at our kitchen and dining tables throughout the country.","202.1",NA
"Wir haben in den vergangenen drei Jahren unsere Regierungsverantwortung wahrgenommen.","Over the past three years, we have fulfilled our responsibility to govern.","305.1",NA
"In anspruchsvollen Jahren mit neuen Krisen.","In challenging years with new crises.","305.1",NA
"In einer schwierigen Regierungskonstellation.","In a difficult government constellation.","305.1",NA
"Daraus haben wir auch vieles gelernt.","We have also learned a lot from this.","305.1",NA
"Wir haben die Jahre genutzt, um Schwung aufzunehmen und Probleme zu lösen.","We have used these years to build momentum and solve problems.","305.1",NA
"Probleme, die von Großen Koalitionen lange Jahre angehäuft wurden.","Problems that were accumulated by grand coalitions for many years.","305.1",NA
"Wir haben uns von der Abhängigkeit von Putin befreit.","We have freed ourselves from dependence on Putin.","109",NA
"Wir haben den erneuerbaren Energien großen Rückenwind verliehen.","We have given renewable energies a major boost.","416.2",NA
"Wir sind jetzt tatsächlich auf Kurs zum Erreichen der Pariser Klimaziele eingeschwenkt.","We are now actually on course to achieve the Paris climate targets.","501",NA
"Wir investieren in unsere deutsche und europäische Sicherheit","We are investing in our German and European security","104",NA
"und arbeiten an neuen Partnerschaften.","and working on new partnerships.","107",NA
"Wir haben angefangen, die Zukunftskraft unserer Wirtschaft zu stärken, durch mehr Fachkräfte, mehr Innovation und weniger Bürokratie.","We have started to strengthen the future power of our economy through more skilled workers, more innovation and less bureaucracy.","410",NA
"Wir haben auch endlich wieder in den Erhalt der Natur investiert,","We have also finally invested again in the preservation of nature,","501",NA
"in eine nachhaltige Landwirtschaft.","in sustainable agriculture.","703.1",NA
"Wir haben zum Erfolg des europäischen Green Deal beigetragen.","We have contributed to the success of the European Green Deal.","501",NA
"Wir haben Kinder und Familien besser unterstützt.","We have provided better support for children and families.","504",NA
"Wir werben deshalb dafür, den Weg der Erneuerung fortzusetzen, ihn nicht wieder mit Hürden zu verstellen oder gar rückzubauen - wie es schon einmal geschehen ist.","We are therefore campaigning to continue on the path of renewal, not to obstruct it again with hurdles or even dismantle it - as has happened before.","305.1",NA
"Mit dem vorliegenden Programm machen wir deutlich, worauf es für unser Land jetzt ankommt.","With this program, we are making it clear what is important for our country now.","305.1",NA
"Nehmen wir unsere ökologische und ökonomische Zukunft in die Hand!","Let's take our ecological and economic future into our own hands!","416.2",NA
"Wachsen wir in die Zukunft!","Let's grow into the future!","410",NA
"Wir setzen in diesem Programm auf die Wirtschafts- und Innovationskraft unseres Landes.","In this program, we are relying on our country's economic and innovative strength.","410",NA
"Doch aus dem Zutrauen in die Wirtschaft erwächst zugleich der Auftrag, die Zukunftsblockaden zu lösen.","However, confidence in the economy also gives rise to the task of solving the obstacles to the future.","410",NA
"Wir wollen, dass unsere Wirtschaft in die Zukunft wächst:","We want our economy to grow into the future:","410",NA
"klimaneutral, nachhaltig, innovativ, wettbewerbsfähig in einem gemeinsamen Europa.","climate-neutral, sustainable, innovative and competitive in a common Europe.","416.2",NA
"Ihre Kraft können Unternehmen nur entfalten, wenn sie Raum bekommen für unkomplizierte und pragmatische Lösungen - und sich zugleich auf klare Ziele und Rahmensetzungen verlassen können.","Companies can only develop their strength if they are given room for uncomplicated and pragmatic solutions - and at the same time can rely on clear goals and frameworks.","410",NA
"Das verlangt von der Politik: Kurs halten.","This requires politicians to stay on course.","410",NA
"Verlässlichkeit herstellen.","Establish reliability.","410",NA
"Regeln und Normen vereinfachen.","Simplify rules and standards.","303",NA
"Kurz: mehr ermöglichen.","In short: make more possible.","410",NA
"Dabei kommt dem Schutz unseres Klimas, unserer Ökosysteme mit allen Pflanzen und Tieren herausragende Bedeutung zu.","The protection of our climate, our ecosystems with all their plants and animals is of paramount importance.","501",NA
"Nur wenn sie intakt sind, können unsere Sicherheit,","Only if they are intact can our security,","605.1",NA
"unsere Freiheit","our freedom","201.1",NA
"und unser Wohlstand intakt sein.","and our prosperity be intact.","410",NA
"Verantwortung heißt, dem Rechnung zu tragen, heißt, die planetaren Grenzen einzuhalten.","Responsibility means taking this into account, it means respecting the planetary boundaries.","416.2",NA
"Und die notwendige Erneuerung solidarisch zu gestalten.","And to shape the necessary renewal in a spirit of solidarity.","606.1",NA
"Jede und jeder mit den eigenen Möglichkeiten, Erfahrungen und Stärken.","Each and every one of us with our own possibilities, experience and strengths.","503",NA
"Mit unserer Zukunftsagenda stellen wir die Weichen für Investition und Innovation,","With our agenda for the future, we are setting the course for investment and innovation,","411",NA
"für Erneuerung in Fairness und Solidarität,","for renewal in fairness and solidarity,","503",NA
"für Dynamik statt bürokratischer Lähmung.","for dynamism instead of bureaucratic paralysis.","410",NA
"Mit dem Deutschlandfonds werden wir in Bund, Ländern und Kommunen die notwendigen Mittel für die Investitionen in diese Zukunft mobilisieren.","With the Germany Fund, we will mobilize the necessary resources at federal, state and local level to invest in this future.","411",NA
"Er stärkt unsere gemeinsamen Infrastrukturen, auf die Gesellschaft und Wirtschaft so dringend angewiesen sind.","It will strengthen our shared infrastructures, on which society and the economy are so urgently dependent.","411",NA
"Zu diesem Investitionsfonds schlagen wir einen „Pakt für ein modernes Deutschland“ vor - zu dem alle politischen Ebenen eingeladen sind: Bund, Länder und vor allem die Kommunen.","We are proposing a ""Pact for a Modern Germany"" for this investment fund - to which all political levels are invited: The federal government, the federal states and, above all, the local authorities.","411",NA
"Verständigen wir uns in dieser Zeit neu, wie wir unser Land im Dienst der Menschen auf Vordermann bringen - zusammen und nicht gegeneinander!","At this time, let's come to a new agreement on how we can bring our country up to speed in the service of the people - together and not against each other!","606.1",NA
"Nehmen wir unsere soziale Zukunft in die Hand!","Let's take our social future into our own hands!","503",NA
"Sorgen wir dafür, dass alle Menschen fair dabei sind","Let's make sure that everyone has a fair chance","503",NA
"und die Dinge des alltäglichen Lebens bezahlbar sind!","and that everyday necessities are affordable!","503",NA
"Wir bauen in unserem Programm auf die soziale Kraft unseres Landes.","In our program, we are building on the social strength of our country.","503",NA
"Aus diesem Zutrauen in die Menschen erwächst für uns der Auftrag, einen ernsthaften Beitrag zu leisten, dass alle Menschen dabei sein können.","This trust in people gives rise to our mission to make a serious contribution to ensuring that everyone can participate.","503",NA
"Und dass der Alltag bezahlbar bleibt.","And that everyday life remains affordable.","503",NA
"Wir machen Strom billiger,","We make electricity cheaper,","412",NA
"sorgen für erschwingliche Mobilität","ensure affordable mobility","411",NA
"und bezahlbare Mieten.","and affordable rents.","403",NA
"Gute Bildung,","Good education,","506",NA
"gute Arbeit,","good work,","701",NA
"verlässliche Mobilität","reliable mobility","411",NA
"und bezahlbares Wohnen sind die zentralen Faktoren, an denen sich die Lebenschancen der Menschen entscheiden.","and affordable housing are the key factors that determine people's opportunities in life.","503",NA
"Ein faires Steuersystem ist dafür ebenso Voraussetzung","A fair tax system is just as essential for this","503",NA
"wie ein gutes Gesundheitssystem.","as a good healthcare system.","504",NA
"Wir setzen uns mit Nachdruck dafür ein, dass unsere Kitas, Schulen und Hochschulen gestärkt werden.","We are strongly committed to strengthening our daycare centers, schools and universities.","506",NA
"Damit sie allen eine Chance auf einen guten Start ins Leben bieten.","So that they offer everyone the chance of a good start in life.","503",NA
"Wir unterstützen gute Arbeit durch faire Löhne,","We support good work through fair wages,","701",NA
"einen höheren Mindestlohn,","a higher minimum wage","412",NA
"und durch Gleichberechtigung für Frauen, besonders auf dem Arbeitsmarkt","and equal rights for women, especially in the labor market","503",NA
"und durch eine gerechte Steuerpolitik.","and through a fair tax policy.","503",NA
"Inklusion ist dafür ein Leitmotiv.","Inclusion is a guiding principle here.","503",NA
"Und wir machen Wohnen bezahlbarer, indem wir Mietsteigerungen begrenzen, sozialen Wohnungsbau unterstützen und eine realistische Strategie für bedarfsgerechten Wohnraum in Bestand und Neubau vorlegen.","And we are making housing more affordable by limiting rent increases, supporting social housing construction and presenting a realistic strategy for needs-based housing in existing and new buildings.","412",NA
"Nehmen wir unsere gesellschaftliche und demokratische Zukunft in die Hand!","Let's take our social and democratic future into our own hands!","202.1",NA
"Sichern wir unseren Frieden in Freiheit!","Let's secure our peace in freedom!","106",NA
"Wir setzen in dem Programm auf die gesellschaftliche und demokratische Kraft der Bürgerinnen und Bürger unseres Landes, auf die Kraft unserer gemeinsamen Republik in ihrer Vielfalt.","In the program, we rely on the social and democratic strength of the citizens of our country, on the strength of our common republic in its diversity.","202.1",NA
"Doch auch dieses demokratische Zutrauen in die Bürgerinnen und Bürger erfordert einen neuen Auftrag an die Politik, unsere demokratischen Institutionen und unser demokratisches Zusammenleben lebendig zu halten und zu stärken.","But this democratic confidence in our citizens also requires a new mandate for politicians to keep our democratic institutions and our democratic coexistence alive and to strengthen them.","202.1",NA
"Unsere demokratische Kraft entsteht, wenn Menschen sich als Gleiche begegnen, wenn aus dem freien Austausch unterschiedlicher Ansichten auf Grundlage wissenschaftlicher Erkenntnisse der Wettstreit um die bessere Lösung wird.","Our democratic strength arises when people meet as equals, when the free exchange of different views on the basis of scientific knowledge becomes a competition for the better solution.","202.1",NA
"Deshalb müssen wir unsere öffentlichen Räume stärken.","That is why we need to strengthen our public spaces.","202.1",NA
"Die gemeinsamen Orte, an denen Übereinstimmung sichtbar wird und Unterschiede ausgetragen werden: eine gute Schule;","The common places where agreement becomes visible and differences are resolved: good schools;","506",NA
"gute Arbeitsplätze;","good workplaces;","701",NA
"eine starke und vielfältige Medienlandschaft;","a strong and diverse media landscape;","202.1",NA
"starke öffentliche Räume, die uns in Vielfalt verbinden,","strong public spaces that unite us in diversity,","606.1",NA
"Orte des Sports und der Kultur.","places of sport and culture.","502",NA
"All diese Orte sind die Voraussetzung unseres demokratischen Zusammenhalts in Vielfalt.","All of these places are the prerequisite for our democratic cohesion in diversity.","202.1",NA
"Gerade weil die Stärke unseres Landes daraus entsteht, dass alle dazugehören, unabhängig von der Herkunft, brauchen wir auch eine neue Kraft der integrativen und inklusiven Gesellschaft.","Precisely because the strength of our country comes from the fact that everyone belongs, regardless of origin, we also need a new force for an integrative and inclusive society.","503",NA
"Was wir damit meinen: gemeinsam in Vielfalt.","What we mean by this is: together in diversity.","503",NA
"Gemeinsamkeit in Vielfalt bedeutet, dass Menschen in ihrer Verschiedenheit - sei es die Herkunft, Religionszugehörigkeit, die Lebensgeschichte, eine Behinderung oder die sexuelle Identität - täglich dazu beitragen, dass unser Land innovativ und zukunftsfähig bleibt.","Togetherness in diversity means that people in their diversity - be it their origin, religious affiliation, life story, disability or sexual identity - contribute every day to ensuring that our country remains innovative and fit for the future.","503",NA
"Was es dafür braucht: Aufstiegschancen, Respekt im Streit, Kompromissfähigkeit und Koalitionsfähigkeit zwischen den demokratischen Parteien, in der demokratischen Mitte.","What is needed for this? Opportunities for advancement, respect in disputes, the ability to compromise and form coalitions between democratic parties, in the democratic center.","503",NA
"Bürgerschaftliche Verantwortung, aber auch eine neue Verantwortung der demokratischen Institutionen und der gewählten Repräsentantinnen und Repräsentanten, die Probleme zu lösen und zum Funktionieren beizutragen.","Civic responsibility, but also a new responsibility of democratic institutions and elected representatives to solve problems and contribute to their functioning.","202.1",NA
"Demokratie,","Democracy,","202.1",NA
"Zusammenhalt,","cohesion,","606.1",NA
"wirksamer Klimaschutz","effective climate protection","501",NA
"und eine starke Wirtschaft sind eine wichtige Grundlage dafür, dass wir in unserem Land frei von Angst und Unterdrückung leben können.","and a strong economy are an important basis for ensuring that we can live in our country free from fear and oppression.","410",NA
"Und so, wie wir unsere Freiheit und unser Zusammenleben nach innen zu sichern haben,","And just as we have to secure our freedom and our coexistence internally","605.1",NA
"so gilt es in dieser Zeit, unseren Frieden in Freiheit nach außen zu sichern.",", it is important at this time to secure our peace in freedom externally.","104",NA
"Gerade jetzt brauchen wir - in unserem eigenen Interesse - eine neue Initiative an der Regierungsspitze für ein starkes gemeinsames Europa.","Right now - in our own interest - we need a new initiative at the head of government for a strong common Europe.","108",NA
"Wir können diplomatische Kraft, die engagierte Suche nach belastbaren Lösungen, nur aufbringen, wenn wir uns als freies Europa zugleich handlungsstark zeigen.","We can only muster diplomatic strength, the committed search for resilient solutions, if we, as a free Europe, also show ourselves capable of taking action.","107",NA
"Die Menschenrechte sind überall und jederzeit einzuhalten - sie sind unverhandelbar.","Human rights must be respected everywhere and at all times - they are non-negotiable.","201.2",NA
"Die geopolitischen Kräfteverhältnisse in der Welt verändern sich rasant - und das nicht erst seit heute.","The geopolitical balance of power in the world is changing rapidly - and not just since today.","107",NA
"In dem Angriffskrieg Russlands gegen die Ukraine zeigt sich eine Bedrohung für die europäische Friedensordnung","Russia's war of aggression against Ukraine poses a threat to the European peace order","106",NA
"und unsere Demokratie insgesamt","and our democracy as a whole","202.1",NA
"- daher ist die Unterstützung der Ukraine auch unser bester Selbstschutz.","- which is why supporting Ukraine is also our best form of self-protection.","104",NA
"So wie unsere europäischen Nachbarn für uns da waren, sodass wir in Deutschland wiedervereint im Herzen Europas in Freiheit leben, sind wir das auch für unsere Nachbarn.","Just as our European neighbors were there for us, so that we in Germany can live reunited in freedom in the heart of Europe, we are also there for our neighbors.","107",NA
"Gemeinsam gilt es, Frieden in Freiheit neu zu sichern.","Together, we need to secure peace in freedom once again.","106",NA
"Gemeinsam mit den vielen Staaten weltweit, die ebenso wissen, dass das Einstehen für eine regelbasierte Ordnung der beste Schutz ist.","Together with the many countries around the world who also know that standing up for a rules-based order is the best protection.","107",NA
"Liebe Bürgerinnen und Bürger, nur wenn wir unsere Stärken in Zukunftskraft verwandeln, werden wir das erhalten und stärken können, was uns lieb und teuer ist.","Dear citizens, only if we transform our strengths into future strength will we be able to preserve and strengthen what we hold dear.","305.1",NA
"Wir betonen das, weil wir in den vergangenen Jahren auch gesehen haben, wie verlockend es in der Politik ist, die Verluste der unterlassenen Veränderung einfach zuzukleistern, nach dem Motto „Niemand muss sich hier verändern“, oder sich nur noch in der Vergangenheit aufzuhalten.","We emphasize this because we have also seen in recent years how tempting it is in politics to simply paste over the losses of neglected change, according to the motto ""Nobody has to change here"", or to dwell only on the past.","305.1",NA
"Mit Robert Habeck kandidiert ein Mensch für die Führung der kommenden Regierung, der diesen Unterschied macht.","With Robert Habeck, a person is running for the leadership of the next government who will make this difference.","305.2",NA
"Der eine Politik des Zuhörens mit Orientieren verbindet, Regierungserfahrung mit der Bereitschaft selbst zu lernen, Ehrlichkeit mit der Bereitschaft anzupacken, Zukunftsstärke mit der Kraft zur breiten gesellschaftlichen Verbindung.","Someone who combines a policy of listening with orientation, government experience with a willingness to learn for himself, honesty with a willingness to tackle issues, strength for the future with the power to forge broad social links.","305.2",NA
