"text","text_en","cmp_code","eu_code"
"Als eine dem Wert der Gerechtigkeit verpflichtete Partei kämpfen wir für die sozialen Rechte der Schwächsten und eine gerechte Verteilung der gesellschaftlichen Güter.","As a party committed to the value of justice, we fight for the social rights of the weakest and a fair distribution of social goods.","503",NA
"Unsere Vorstellung von erweiterter Gerechtigkeit geht allerdings über traditionelle Verteilungspolitik hinaus.","Our notion of expanded justice, however, goes beyond traditional distributional policies.","503",NA
"Grüne Politik steht auch für Teilhabe an Arbeit, Bildung und Demokratie,","Green politics also stands for participation in work, education and democracy,","503",NA
"für Generationengerechtigkeit,","for generational justice, for","503",NA
"für Geschlechtergerechtigkeit","gender justice and","503",NA
"und für Internationale Gerechtigkeit.","for international justice.","107",NA
"Als eine der Demokratie verpflichtete Partei setzen wir uns ein für starke Bürgerrechte,","As a party committed to democracy, we advocate strong civil rights,","201",NA
"ein demokratisches Europa","a democratic Europe","202",NA
"und die Stärkung der Parlamente.","and the strengthening of parliaments.","202",NA
"Bei der nächsten Bundestagswahl entscheiden Sie über die Grundausrichtung der deutschen Politik.","In the next federal election, you will decide the basic direction of German politics.","305",NA
"Einer „Deutschen Leitkultur“ der Union","A ""German Leitkultur"" of the Union","607",NA
"mit einem überkommenen Rollenverständnis von Mann und Frau","with a traditional understanding of the roles of men and women","604",NA
"stellen wir eine Haltung der Generationen- und Geschlechtergerechtigkeit entgegen.","We counter this with an attitude of intergenerational and gender equality.","503",NA
"Wir brauchen eine Politik, die der Vielfalt der Lebensformen gerecht wird.","We need a policy that does justice to the diversity of lifestyles.","201",NA
"Wir wollen eine aktive Reformpolitik zugunsten des Lebens mit Kindern.","We want an active reform policy in favor of life with children.","706",NA
"Gegen Stoibers Ausgrenzungspolitik stellen wir die Vision einer weltoffenen und multikulturellen Demokratie.","We oppose Stoiber's policy of exclusion with the vision of a cosmopolitan and multicultural democracy.","607",NA
"BÜNDNIS 90/DIE GRÜNEN stehen für Integration.","Alliance 90/The Greens stand for integration.","608",NA
"Der neoliberalen Diskriminierung sozial Schwacher durch die FDP halten wir eine sozial gerechte Politik entgegen.","We counter the FDP's neoliberal discrimination against the socially disadvantaged with socially just policies.","503",NA
"Soziale Fragen wollen wir gemeinsam lösen.","We want to solve social issues together.","606",NA
"BÜNDNIS 90/DIE GRÜNEN stehen für eine Politik der ökologischen, sozialen und demokratischen Erneuerung.","ALLIANCE 90/THE GREENS stand for a policy of ecological, social and democratic renewal.","305",NA
"8 für 8: Sie haben die Wahl","8 for 8: You have the choice",NA,NA
"Am 22. September 2002 entscheiden Sie darüber, ob ökologische und soziale Modernisierungspolitik in Deutschland fortgesetzt wird.","On September 22, 2002, you will decide whether ecological and social modernization policies will continue in Germany.","305",NA
"Wir wollen mehr als 8 Prozent der Stimmen erreichen und damit die Richtung der Modernisierung in Deutschland grün bestimmen.","We want to achieve more than 8 percent of the vote and thus determine the direction of modernization in Germany in a green way.","305",NA
"8 Punkte stehen im Zentrum unserer Politik für die nächste Legislaturperiode: § Raus aus der Atomkraft und weg vom Öl durch Energie aus Sonne und Wind","8 points are at the center of our policy for the next legislative period: § Get out of nuclear power and away from oil with energy from the sun and wind","501",NA
"§ Gesundes Essen – mehr Verbraucherschutz und Neue Landwirtschaft •","§ Healthy Food - More Consumer Protection and New Agriculture -",NA,NA
"§ Kinder stärken – Kindergrundsicherung gegen Kinderarmut,","§ Strengthening children - basic child security against child poverty, §","504",NA
"§ bessere Kinderbetreuung,","better child care,","504",NA
"§ sowie eine Bildung, die Selbstbestimmung ermöglicht","§ as well as education that enables self-determination §","506",NA
"§ Mehr Arbeitsplätze","More jobs","701",NA
"§ – Ökologisches Wirtschaften,","§ - ecological management, §","416",NA
"§ Reform der sozialen Sicherungssysteme","reform of social security systems §","303",NA
"§ und neue Arbeitsmarktpolitik","and new labor market policies §","701",NA
"§ Das Einwanderungsland gestalten –","Shaping the immigration country - §","607",NA
"§ Integration fördern","promoting integration","608",NA
"§ und BürgerInnenrechte sichern","§ and securing citizens' rights §","201",NA
"§ Die Hälfte der Macht für Frauen","Half the power for women §","503",NA
"§ Die Globalisierung gerecht gestalten – weltweit ökologische und soziale Regeln setzen","Shaping globalization fairly - setting ecological and social rules worldwide §","403",NA
"§ Mehr Mitbestimmung für die BürgerInnen – Stärkung der europäischen Demokratie","More co-determination for citizens - strengthening European democracy","202",NA
"Die Bundestagswahl 2002 wird nicht zwischen SPD und CDU entschieden.","The 2002 federal election will not be decided between SPD and CDU.","305",NA
"Keine der großen Parteien wird unser Land allein regieren.","None of the major parties will govern our country alone.","305",NA
"Wir stehen dafür, dass soziale und ökologische Politik fortgesetzt wird und dass nicht schwarzer Rückschritt oder gelbe Rücksichtslosigkeit unser Land regieren.","We stand for social and ecological policies to continue and not black regression or yellow recklessness to rule our country.","305",NA
"Grün kämpft dafür, dass Erneuerung statt großkoalitionärem Stillstand unser Land prägt.","Green is fighting to ensure that renewal rather than grand coalition gridlock shapes our country.","305",NA
"Grün kämpft dafür, dass sich Gerechtigkeit statt neoliberaler Ellbogenpolitik durchsetzt.","Green fights for justice to prevail instead of neoliberal elbow politics.","503",NA
"Wer die strukturkonservative PDS wählt, stärkt in Wahrheit Stoiber und schwächt damit ökologische und soziale Modernisierungspolitik, das ist mit Bündnisgrün nicht zu machen.","Those who vote for the structurally conservative PDS are in fact strengthening Stoiber and thus weakening ecological and social modernization policies; this cannot be done with Alliance Green.","305",NA
"Wir kämpfen für eine deutliche Stärkung des grünen Gewichts","We are fighting for a significant strengthening of the green weight","305",NA
"und wollen die erfolgreiche rot-grüne Politik fortsetzen.","and want to continue the successful red-green policy.","305",NA
"Mit einer Politik der ökologischen, sozialen und demokratischen Erneuerung haben wir in der Koalition der Modernisierung eine Richtung gegeben","With a policy of ecological, social and democratic renewal, we in the coalition have given modernization a direction","305",NA
"Nur Ihre Stimmen für die GRÜNEN schützen unser Land vor CDU/CSU und FDP.","Only your votes for the GREENS protect our country from the CDU/CSU and FDP.","305",NA
"Sie haben die Wahl.","You have the choice.","305",NA
"1. Ökologische Modernisierung","1. ecological modernization",NA,NA
"BÜNDNIS 90/DIE GRÜNEN sind die Partei der Ökologie.","BÜNDNIS 90/DIE GRÜNEN are the party of ecology.","501",NA
"Seit unserer Gründung 1980 haben wir gemeinsam mit der Ökologiebewegung den Umweltgedanken in der Gesellschaft verankert.","Since our founding in 1980, we have worked with the ecology movement to anchor environmental thinking in society.","501",NA
"Durch die rot-grüne Regierung seit 1998 haben wir die ökologische Modernisierung entscheidend vorangebracht: Wir haben wirksame Maßnahmen zum Klimaschutz ergriffen.","Through the red-green government since 1998, we have decisively advanced ecological modernization: We have taken effective measures to protect the climate.","501",NA
"Der Atomausstieg und die weltweit beispielhafte Förderung Erneuerbarer Energien öffnen den Weg in das solare Zeitalter.","The nuclear phase-out and the exemplary promotion of renewable energies worldwide open the way to the solar age.","501",NA
"Die neue Landwirtschaft sorgt für gesunde und sichere Nahrungsmittel.","The new agriculture ensures healthy and safe food.","403",NA
"Das neue Naturschutzgesetz beendet den 20-jährigen Stillstand auf Bundesebene.","The new Nature Conservancy Act ends 20 years of gridlock at the federal level.","501",NA
"Ökologie gehört zu unseren Grundwerten.","Ecology is one of our core values.","501",NA
"Wir orientieren uns am Leitbild der Nachhaltigen Entwicklung, wie es 1992 von den Vereinten Nationen auf dem Umweltgipfel in Rio definiert wurde.","We are guided by the guiding principle of sustainable development as defined by the United Nations at the Earth Summit in Rio in 1992.","416",NA
"BÜNDNIS 90/DIE GRÜNEN denken wirtschaftliche, soziale und ökologische Belange zusammen.","ALLIANCE 90/THE GREENS think economic, social and ecological concerns together.","416",NA
"Eine Politik, die den Schutz der Umwelt als nachrangig ansieht, ist nicht nur ökologisch falsch, sondern auch ökonomisch und sozial kurzsichtig.","A policy that regards environmental protection as a secondary priority is not only ecologically wrong, but also economically and socially short-sighted.","416",NA
"Unsere Politik der Nachhaltigkeit beugt internationalen Konflikten um die Ressourcen unserer Erde vor.","Our policy of sustainability prevents international conflicts over the resources of our earth.","106",NA
"Es gibt viel zu tun.","There is a lot to do.","305",NA
"Wir verteidigen die Belange der Umwelt und das Recht kommender Generationen auf eine lebenswerte Welt konsequent gegen andere Interessen.","We consistently defend the interests of the environment and the right of future generations to a world worth living in against other interests.","501",NA
"Nur mit einer breiten ökologischen Bewegung und einer starken ökologischen Partei ist Deutschland zukunftsfähig:","Only with a broad ecological movement and a strong ecological party is Germany fit for the future:","305",NA
"Ohne unsere Politik gibt es keine Strategie weg von Öl, Kohle und Atom, hin zur Sonne und zur Energieeinsparung.","Without our policy, there is no strategy away from oil, coal and nuclear, towards the sun and energy conservation.","501",NA
"Nur mit uns gibt es einen Weg hin zu einer neuen Landwirtschaft","Only with us is there a way to a new agriculture","703",NA
"und zu einem konsequenten Tierschutz.","and to consistent animal protection.","501",NA
"Wir können unsere Umwelt nur bewahren, indem wir die heutigen Industriegesellschaften nachhaltig verändern.","We can only preserve our environment by making lasting changes to today's industrial societies.","416",NA
"Ökologische Modernisierung und ökonomische Vernunft sind miteinander vereinbar, denn Umweltschutz schafft zusätzliche und dauerhaft sichere Arbeitsplätze.","Ecological modernization and economic common sense are compatible, because environmental protection creates additional and permanently secure jobs.","416",NA
"Am 22. September 2002 entscheiden Sie: Entweder es gibt einen Rückfall in die alte Politik der ökologischen Blindheit.","On September 22, 2002, you decide: Either there is a relapse into the old policy of ecological blindness.","305",NA
"Oder Sie stärken mit BÜNDNIS 90/DIE GRÜNEN eine konsequente Politik der ökologischen Modernisierung.","Or you strengthen a consistent policy of ecological modernization with Alliance 90/The Greens.","305",NA
"1.1. Lebenswerte Umwelt","1.1 Liveable environment",NA,NA
"Umwelt- und Naturschutz steht im Mittelpunkt einer verantwortlichen Politik für mehr Lebensqualität, Generationengerechtigkeit und den Erhalt unserer natürlichen Lebensgrundlagen.","Environmental protection and nature conservation are at the heart of a responsible policy for a better quality of life, intergenerational justice and the preservation of our natural resources.","501",NA
"Für eine nachhaltige Entwicklung unseres Landes braucht es Anstrengungen in allen Politikfeldern.","Sustainable development in our country requires efforts in all policy areas.","416",NA
"Die auf unsere Initiative von der Bundesregierung erarbeitete nationale Nachhaltigkeitsstrategie wollen wir in den nächsten Jahren konsequent umsetzen und weiterentwickeln.","In the coming years, we intend to systematically implement and further develop the national sustainability strategy drawn up by the German government at our initiative.","416",NA
"Hierzu bedarf es in allen Handlungsfeldern klarer Indikatoren und überprüfbarer Ziele:","This requires clear indicators and verifiable targets in all fields of action:","303",NA
"Der Verbrauch natürlicher Ressourcen muss gesenkt werden.","The consumption of natural resources must be reduced.","501",NA
"Umweltfreundliches Verhalten wollen wir durch bessere Information, Umweltaudits und ökonomische Anreize für mehr ökologische Effizienz erleichtern.","We want to facilitate environmentally friendly behavior through better information, environmental audits and economic incentives for greater ecological efficiency.","416",NA
"Klima schützen: Weg von Öl, Kohle und Atom hin zu Sonne und Wind","Protecting the climate: Away from oil, coal and nuclear to sun and wind",NA,NA
"Klimaschutz ist die größte umweltpolitische Herausforderung unserer Zeit – gleichzeitig eine große Chance für Innovation und Arbeitsplätze.","Climate protection is the greatest environmental challenge of our time - and at the same time a great opportunity for innovation and jobs.","501",NA
"Umweltfreundliche Technologien, die unser Klima schonen, werden dringend benötigt.","Environmentally friendly technologies that protect our climate are urgently needed.","501",NA
"Wer national umweltfreundliche Technologien und Energien fördert, hat auch im Export die Nase vorn.","Those who promote environmentally friendly technologies and energies on a national level are also ahead in exports.","411",NA
"So wollen wir die Schaffung neuer Arbeitsplätze durch Klimaschutz weiter vorantreiben.","In this way, we want to further promote the creation of new jobs through climate protection.","701",NA
"Denn die Herausforderung bleibt: Schon durch den heutigen Anteil der Klimagase in der Atmosphäre kommt es zu schwerwiegenden Klimaänderungen.","For the challenge remains: the current share of climate gases in the atmosphere is already causing serious climate change.","501",NA
"Der Temperaturanstieg ist messbar, der Meeresspiegel steigt, Wüsten breiten sich aus, Stürme und Überschwemmungen nehmen weltweit an Zahl und Heftigkeit zu.","The rise in temperature is measurable, sea levels are rising, deserts are spreading, and storms and floods are increasing in number and severity worldwide.","501",NA
"Gleichzeitig verschärfen sich Konflikte um Rohstoffe, vor allem um Erdöl und Erdgas, mit der Ressourcenverknappung weiter.","At the same time, conflicts over raw materials, especially oil and natural gas, continue to intensify as resources become scarcer.","105",NA
"Die weltweite Einführung Erneuerbarer Energien, ressourcenschonender und effizienzsteigender Techniken ist somit auch eine der wichtigsten Strategien für eine friedliche und global gerechte Welt.","The worldwide introduction of renewable energies, resource-saving and efficiency-increasing technologies is thus also one of the most important strategies for a peaceful and globally just world.","106",NA
"Entschlossenes Handeln ist national und international gefragt.","Decisive action is needed nationally and internationally.","305",NA
"BÜNDNIS 90/DIE GRÜNEN stehen dafür, dass das nationale Klimaschutzziel von 25 Prozent weniger CO2-Ausstoß bis 2005 gegenüber den Werten von 1990 weiter umgesetzt und fortentwickelt wird.","Alliance 90/The Greens stand for the continued implementation and further development of the national climate protection target of a 25 percent reduction in CO2 emissions by 2005 compared with 1990 levels.","501",NA
"Im Rahmen der EU hat sich Deutschland verpflichtet, seine Emissionen bei allen relevanten Treibhausgasen bis 2012 um 21 Prozent zu reduzieren.","Within the framework of the EU, Germany has committed itself to reducing its emissions of all relevant greenhouse gases by 21 percent by 2012.","501",NA
"Wir sind von diesem Ziel nur noch ganze 2,3 Prozent entfernt.","We are now only a full 2.3 percent away from this target.","501",NA
"Unser Ziel bis 2010 ist daher, alle Treibhausgase um mindestens ein Drittel zu senken.","Our goal by 2010 is therefore to reduce all greenhouse gases by at least one third.","501",NA
"Darüber hinaus braucht der Klimaschutz weitere intensive Anstrengungen.","In addition, climate protection needs further intensive efforts.","501",NA
"Deshalb werden wir das nationale Klimaschutzprogramm weiterentwickeln und zusammen mit einer umweltgerechten Energie-, Verkehrs-, Abfall- und Agrarpolitik die Grundlage für die weitere Absenkung der Gase, die den Treibhauseffekt verursachen, legen.","We will therefore continue to develop the national climate protection program and, together with environmentally sound energy, transport, waste and agricultural policies, lay the foundation for further reducing the gases that cause the greenhouse effect.","501",NA
"Für die nächste Verpflichtung des Kyoto-Protokolls sind deutliche Minderungen der klimaschädlichen Emissionen nötig.","Significant reductions in climate-damaging emissions are needed for the next Kyoto Protocol commitment.","501",NA
"Wir werden uns dafür einsetzen, dass besonders die Industriestaaten, aber auch die Schwellenländer ihren Beitrag dazu leisten.","We will work to ensure that the industrialized countries in particular, but also the emerging economies, make their contribution.","501",NA
"Deutschland und die Europäische Union müssen mit dem guten Beispiel einer anspruchsvollen Zielsetzung und wirksamer Instrumente vorangehen.","Germany and the European Union must set a good example with ambitious targets and effective instruments.","501",NA
"Eine wichtige Rolle spielt dabei die zügige Einführung des Emissionshandels.","The rapid introduction of emissions trading plays an important role in this.","501",NA
"Ziel muss es sein, dass Europa seinen Ausstoß bis 2020 um 20 Prozent senkt.","The goal must be for Europe to reduce its emissions by 20 percent by 2020.","501",NA
"Wir wollen bis 2020 die CO2-Emissionen in Deutschland um 40 Prozent gegenüber 1990 senken.","We want to reduce CO2 emissions in Germany by 40 percent by 2020 compared with 1990 levels.","501",NA
"Nur mit einer Politik, die uns systematisch von Kohle und Öl unabhängig macht und aus der Atomkraft aussteigt, erreichen wir diese Klimaschutzziele.","Only with a policy that systematically makes us independent of coal and oil and phases out nuclear power will we achieve these climate protection goals.","501",NA
"Unsere Alternative lautet: Energieeinsparung, Energieeffizienz und Erneuerbare Energien.","Our alternative is: energy saving, energy efficiency and renewable energies.","501",NA
"Wer unsere Lebensgrundlagen wirksam schützen will, darf nicht nur vom Klimaschutz reden, sondern muss auch handeln.","Anyone who wants to effectively protect our livelihoods must not only talk about climate protection, but also act.","303",NA
"Wir wollen den in dieser Legislaturperiode begonnenen Kurs in eine solare Energieversorgung, eine ökologische Verkehrspolitik und der ökologischer Finanzreform fortsetzen, weiterentwickeln und das Tempo beschleunigen.","We want to continue and further develop the course towards a solar energy supply, an ecological transport policy and ecological financial reform that we have started in this legislative period and accelerate the pace.","501",NA
"Umwelt schafft Arbeit","Environment creates work",NA,NA
"Ökologie schafft wirtschaftliche Dynamik und Arbeitsplätze.","Ecology creates economic dynamism and jobs.","416",NA
"Die Energiewende ist das Paradebeispiel für das, was wir unter ökologischer Modernisierung verstehen.","The energy transition is the prime example of what we mean by ecological modernization.","416",NA
"Statt bestehende, umweltschädliche Strukturen fortzuführen, setzen wir auf innovative, umweltschonende Technologien.","Instead of continuing existing, environmentally harmful structures, we are focusing on innovative, environmentally friendly technologies.","416",NA
"Das ist wirtschaftlich sinnvoll, weil es den Unternehmen internationale Wettbewerbsvorteile sichert.","This makes economic sense because it ensures international competitive advantages for the companies.","416",NA
"Das ist sozial, weil Hunderttausende neue und zukunftsfähige Arbeitsplätze entstehen.","This is social because it creates hundreds of thousands of new and sustainable jobs.","701",NA
"Das ist ökologisch sinnvoll, weil wir unsere natürlichen Lebensgrundlagen erhalten.","This makes ecological sense because we are preserving our natural basis of life.","416",NA
"Wir wollen die ökologischen Pioniermärkte weiterhin besetzen und ökologische Produkte auf dem Markt etablieren.","We want to continue to occupy the ecological pioneer markets and establish ecological products on the market.","416",NA
"So schreiben wir mit grünen Ideen schwarze Zahlen.","That's how we're in the black with green ideas.","416",NA
"Ein Land für die Sonne: Ausstieg aus der Atomenergie – Einstieg ins Solarzeitalter","A country for the sun: phasing out nuclear energy - entering the solar age",NA,NA
"Mit der ersten grünen Regierungsbeteiligung im Bund haben wir die Energiewende eingeleitet.","With the first Green government participation in the federal government, we initiated the energy turnaround.","305",NA
"Die Weichen sind gestellt für den Ausstieg aus der Atomenergie und den Einstieg ins Solarzeitalter.","The course has been set for phasing out nuclear energy and entering the solar age.","501",NA
"Das Erneuerbare-Energien-Gesetz (EEG) und verschiedene Förderprogramme haben bei den regenerativen Energien einen Boom ausgelöst, Tausende neue Arbeitsplätze sind entstanden, und Deutschland ist nun Weltmeister bei der Windkraftnutzung.","The Renewable Energy Sources Act (EEG) and various support programs have triggered a boom in renewable energies, thousands of new jobs have been created, and Germany is now the world champion in wind power utilization.","416",NA
"Die Energieeinsparverordnung und das Förderprogramm Altbaumodernisierung erschließen die hohen Einsparpotenziale im Wohnungsbau.","The Energy Saving Ordinance and the program to promote the modernization of old buildings tap into the high savings potential in residential construction.","416",NA
"Das Kraft-Wärme-Kopplungsgesetz (KWK) fördert die Effizienz.","The Combined Heat and Power (CHP) Act promotes efficiency.","416",NA
"Klare gesetzliche Regelungen und finanzielle Anreize sollen bei Industrie und Gewerbe für einen effizienten und sparsamen Umgang mit Energie sorgen.","Clear legal regulations and financial incentives are intended to ensure that industry and commerce use energy efficiently and sparingly.","416",NA
"Gefördert werden sollen auch energiesparende Haushaltsgeräte und innovative Bautechnologien genauso wie Energieeinsparung in Mittelstand und Handwerk.","Energy-saving household appliances and innovative building technologies are also to be promoted, as are energy savings in small and medium-sized enterprises and the skilled trades.","416",NA
"Auch die Forschung für Erneuerbare Energien und Energieeinsparung muss verstärkt werden.","Research into renewable energies and energy conservation must also be stepped up.","411",NA
"Vor uns liegt eine neue Herausforderung: Die Hälfte der Kraftwerkskapazitäten muss in den nächsten 10 – 15 Jahren ersetzt werden.","A new challenge lies ahead: half of the power plant capacity will have to be replaced in the next 10 - 15 years.","411",NA
"Nur mit uns gibt es eine weitere Offensive für die Zukunft: Die energiepolitischen Instrumente – wie das Energieeinspeisegesetz, das Kraft-Wärme- Koppelungs-Gesetz und die Energieeinsparverordnung - werden wir sachkundig und engagiert verbessern und weiterentwickeln.","Only with us will there be a further offensive for the future: We will improve and further develop the energy policy instruments - such as the Energy Feed-In Act, the Combined Heat and Power Act and the Energy Saving Ordinance - with expertise and commitment.","411",NA
"In der nächsten Legislaturperiode sollen erste Offshore-Windparks ans Netz gehen.","The first offshore wind farms are to be connected to the grid in the next legislative period.","411",NA
"Alle Erneuerbare Energien, Sonne, Wind, Wasser, Biomasse und Erdwärme sollen gefördert werden.","All renewable energies, solar, wind, water, biomass and geothermal energy are to be promoted.","416",NA
"Dazu gehört auch die Herstellung von Treibstoffen aus Biomasse.","This also includes the production of fuels from biomass.","416",NA
"Und wir wollen den Marktdurchbruch für die Brennstoffzelle.","And we want the market breakthrough for the fuel cell.","416",NA
"Eine ökologische europäische Politik benötigt eine ausgewogene zukunftsorientierte Energiepolitik.","An ecological European policy needs a balanced future-oriented energy policy.","404",NA
"Die althergebrachten Subventionsmechanismen über EGKS [Europäische Gemeinschaft für Kohle und Stahl] für Kohle und EURATOM [Europäische Atomgemeinschaft] für Atom müssen abgebaut und durch Mechanismen zur Förderung von Erneuerbaren Energien und zu effizientem Energieverbrauch abgelöst werden.","The traditional subsidy mechanisms via ECSC [European Coal and Steel Community] for coal and EURATOM [European Atomic Energy Community] for nuclear must be dismantled and replaced by mechanisms to promote renewable energies and efficient energy consumption.","416",NA
"Durch eine Exportoffensive für Erneuerbare Energien sollen diese jungen Branchen ein neues Standbein bekommen.","An export offensive for renewable energies is intended to give these young industries a new foothold.","406",NA
"Zusammen mit der Kraft-Wärme-Kopplung stärkt das eine dezentrale Energieversorgung.","Together with cogeneration, this strengthens a decentralized energy supply.","404",NA
"Ein fließender Übergang vom atomaren und fossilen ins solare Zeitalter wird so möglich.","A smooth transition from the nuclear and fossil age to the solar age thus becomes possible.","501",NA
"Dabei gewinnen die kleinen Akteure; Landwirte werden zu Energiewirten, und die Wertschöpfung verbleibt in den Regionen.","In the process, the small players win; farmers become energy farmers, and the added value remains in the regions.","703",NA
"CDU/CSU und FDP wollen den eingeleiteten Atomausstieg rückgängig machen.","CDU/CSU and FDP want to reverse the nuclear phase-out that has been initiated.","305",NA
"Nur mit BÜNDNIS 90/DIE GRÜNEN wird der Ausstieg aus der Atomkraft innerhalb der gesetzlichen Regelungen beschleunigt zu werden ab 2003 die ersten Kraftwerke abgeschaltet.","Only with the support of Alliance 90/The Greens will the phase-out of nuclear power be accelerated within the legal framework and the first power plants be shut down as of 2003.","501",NA
"Nur mit den Grünen wird es den Ausstieg aus der Wiederaufarbeitung 2005 geben.","Only with the Greens will there be a phase-out of reprocessing in 2005.","501",NA
"Nur mit uns wird der Stopp innerdeutscher Atomtransporte nach Ahaus und Gorleben umgesetzt.","Only with us the stop of inner-German nuclear transports to Ahaus and Gorleben will be implemented.","501",NA
"Für den vorhandenen Atommüll brauchen wir ein verantwortliches nationales Entsorgungskonzept.","We need a responsible national disposal concept for the existing nuclear waste.","501",NA
"Im Mittelpunkt steht für uns die Suche nach einem neuen, relativ besten Endlager in tiefen geologischen Formationen.","For us, the focus is on finding a new, relatively best repository in deep geological formations.","501",NA
"Die Schaffung von Tatsachen wie der Inbetriebnahme von Schacht Konrad oder eine Wiederaufnahme von Erkundungen in Gorleben vor Abschluss eines solchen Verfahrens lehnen wir entschieden ab.","We firmly reject the creation of facts such as the commissioning of the Konrad mine or a resumption of explorations in Gorleben before such a procedure has been completed.","303",NA
"Für Stillegungsverfahren von Endlagern fordern wir eine umfassende Öffentlichkeitsbeteiligung und eine Offenlegung aller sicherheitsrelevanten technischen Unterlagen.","For decommissioning procedures of repositories, we demand comprehensive public participation and disclosure of all safety-relevant technical documents.","202",NA
"In der nächsten Legislaturperiode werden wir diese Suche auf der Grundlage von wissenschaftlichen Sicherheitskriterien und in einem von Beginn an transparenten Verfahren einleiten.","In the next legislative period, we will initiate this search on the basis of scientific safety criteria and in a process that is transparent from the outset.","303",NA
"Ein Verschieben des Atommüllproblems in andere Länder und auf kommende Generationen lehnen wir ab.","We reject postponing the nuclear waste problem to other countries and to future generations.","606",NA
"Für die Entsorgungsrückstellungen der Atomindustrie wollen wir eine Regelung, die sicherstellt, dass sie für die zugedachten Aufgaben zur Verfügung stehen.","For the nuclear industry's waste management provisions, we want a regulation that ensures that they are available for the intended tasks.","303",NA
